locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFPBCAKN_02026	CDS	1377	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
GFPBCAKN_02027	CDS	1101	metE_1	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
GFPBCAKN_02028	CDS	924	pstS_2		COG0226	Phosphate-binding protein PstS
GFPBCAKN_02029	CDS	1314	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
GFPBCAKN_02030	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GFPBCAKN_02031	CDS	1224	sbcD		COG0420	Nuclease SbcCD subunit D
GFPBCAKN_02032	CDS	3363	sbcC		COG0419	Nuclease SbcCD subunit C
GFPBCAKN_02033	CDS	651			COG4380	Putative lipoprotein/NMB1162
GFPBCAKN_02034	CDS	351				hypothetical protein
GFPBCAKN_02035	CDS	675			COG1462	Putative lipoprotein/NMB1164
GFPBCAKN_02036	CDS	357				hypothetical protein
GFPBCAKN_02037	CDS	1068	virS			HTH-type transcriptional regulator VirS
GFPBCAKN_02038	CDS	1005	srkA_1	2.7.11.1		Stress response kinase A
GFPBCAKN_02039	CDS	1365	yhdG_2		COG0531	putative amino acid permease YhdG
GFPBCAKN_02040	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
GFPBCAKN_02041	CDS	291	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
GFPBCAKN_02042	CDS	678				hypothetical protein
GFPBCAKN_02043	CDS	930				hypothetical protein
GFPBCAKN_02044	CDS	1560				hypothetical protein
GFPBCAKN_02045	CDS	792	xynR		COG1414	HTH-type transcriptional regulator XynR
GFPBCAKN_02046	CDS	192	yaiA			putative protein YaiA
GFPBCAKN_02047	CDS	525	aroL	2.7.1.71		Shikimate kinase 2
GFPBCAKN_02048	CDS	702				hypothetical protein
GFPBCAKN_02049	CDS	609				hypothetical protein
GFPBCAKN_02050	CDS	813	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
GFPBCAKN_02051	CDS	912				hypothetical protein
GFPBCAKN_02052	CDS	306	psiF			Phosphate starvation-inducible protein PsiF
GFPBCAKN_02053	CDS	3081	lacZ	3.2.1.23	COG3250	Beta-galactosidase
GFPBCAKN_02054	CDS	213	cspA		COG1278	Cold shock protein CspA
GFPBCAKN_02055	CDS	246				hypothetical protein
GFPBCAKN_02056	CDS	297				hypothetical protein
GFPBCAKN_02057	CDS	657				hypothetical protein
GFPBCAKN_02058	CDS	1569	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
GFPBCAKN_02059	CDS	1056	dppB_2		COG0601	Dipeptide transport system permease protein DppB
GFPBCAKN_02060	CDS	852	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
GFPBCAKN_02061	CDS	849	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
GFPBCAKN_02062	CDS	666	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
GFPBCAKN_02063	CDS	195				hypothetical protein
GFPBCAKN_02064	CDS	267				hypothetical protein
GFPBCAKN_02065	CDS	1017	wecH_2	2.3.1.-	COG3274	O-acetyltransferase WecH
GFPBCAKN_02066	CDS	231				hypothetical protein
GFPBCAKN_02067	CDS	588				hypothetical protein
GFPBCAKN_02068	CDS	192				hypothetical protein
GFPBCAKN_02069	CDS	294	iraP			Anti-adapter protein IraP
GFPBCAKN_02070	CDS	198				hypothetical protein
GFPBCAKN_02071	CDS	783				hypothetical protein
GFPBCAKN_02072	CDS	378	crcB		COG0239	Putative fluoride ion transporter CrcB
GFPBCAKN_02073	CDS	429	ybaN_2		COG2832	Inner membrane protein YbaN
GFPBCAKN_02074	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
GFPBCAKN_02075	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
GFPBCAKN_02076	CDS	1155	omp-EA		COG3203	Outer membrane protein Omp-EA
GFPBCAKN_02077	CDS	402	crl			Sigma factor-binding protein Crl
GFPBCAKN_02078	CDS	1248				hypothetical protein
GFPBCAKN_02079	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
GFPBCAKN_02080	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
GFPBCAKN_02081	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
GFPBCAKN_02082	CDS	735				hypothetical protein
GFPBCAKN_02083	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
GFPBCAKN_02084	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
GFPBCAKN_02085	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
GFPBCAKN_02086	CDS	1200	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
GFPBCAKN_02087	CDS	1032	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
GFPBCAKN_02088	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
GFPBCAKN_02089	CDS	690	mtnC	3.1.3.77		Enolase-phosphatase E1
GFPBCAKN_02090	CDS	615	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
GFPBCAKN_02091	CDS	468				hypothetical protein
GFPBCAKN_02092	CDS	123				hypothetical protein
GFPBCAKN_02093	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
GFPBCAKN_02094	CDS	768	yafV	3.5.1.3		Omega-amidase YafV
GFPBCAKN_02095	CDS	1326	uacT		COG2233	Uric acid transporter UacT
GFPBCAKN_02096	CDS	336	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
GFPBCAKN_02097	CDS	495	uao			Uric acid degradation bifunctional protein
GFPBCAKN_02098	CDS	1260	amaB	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
GFPBCAKN_02099	CDS	1236	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
GFPBCAKN_02100	CDS	738	glnQ_3			Glutamine transport ATP-binding protein GlnQ
GFPBCAKN_02101	CDS	657	yecS		COG0765	L-cystine transport system permease protein YecS
GFPBCAKN_02102	CDS	666	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
GFPBCAKN_02103	CDS	603	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
GFPBCAKN_02104	CDS	162				hypothetical protein
GFPBCAKN_02105	CDS	840				hypothetical protein
GFPBCAKN_02106	CDS	1137				hypothetical protein
GFPBCAKN_02107	CDS	1587	hpxW	3.5.1.126	COG0405	Oxamate amidohydrolase proenzyme
GFPBCAKN_02108	CDS	189				hypothetical protein
GFPBCAKN_02109	CDS	1404	atzE	3.5.1.131		1-carboxybiuret hydrolase subunit AtzE
GFPBCAKN_02110	CDS	384				hypothetical protein
GFPBCAKN_02111	CDS	1008				hypothetical protein
GFPBCAKN_02112	CDS	1521				hypothetical protein
GFPBCAKN_02113	CDS	2706				hypothetical protein
GFPBCAKN_02114	CDS	957				hypothetical protein
GFPBCAKN_02115	CDS	741	hyuA	5.1.99.5	COG4126	Hydantoin racemase
GFPBCAKN_02116	CDS	717	fadR_2			Fatty acid metabolism regulator protein
GFPBCAKN_02117	CDS	1497	pucI		COG1953	putative allantoin permease
GFPBCAKN_02118	tRNA	77				tRNA-Asp(gtc)
GFPBCAKN_02119	CDS	750	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
GFPBCAKN_02120	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
GFPBCAKN_02121	CDS	702				hypothetical protein
GFPBCAKN_02122	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
GFPBCAKN_02123	CDS	1380	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
GFPBCAKN_02124	CDS	141				hypothetical protein
GFPBCAKN_02125	CDS	807				hypothetical protein
GFPBCAKN_02126	tRNA	77				tRNA-Asp(gtc)
GFPBCAKN_02127	rRNA	69				5S ribosomal RNA
GFPBCAKN_02128	tRNA	72				tRNA-Gly(gcc)
GFPBCAKN_02129	CDS	564	orn	3.1.-.-	COG1949	Oligoribonuclease
GFPBCAKN_02130	CDS	1062	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
GFPBCAKN_02131	CDS	900	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
GFPBCAKN_02132	CDS	3336	mscM		COG3264	Miniconductance mechanosensitive channel MscM
GFPBCAKN_02133	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
GFPBCAKN_02134	CDS	531	blc		COG3040	Outer membrane lipoprotein Blc
GFPBCAKN_02135	CDS	177				hypothetical protein
GFPBCAKN_02136	CDS	669	avrRpt2	3.4.22.-		Cysteine protease avirulence protein AvrRpt2
GFPBCAKN_02137	CDS	567	efp		COG0231	Elongation factor P
GFPBCAKN_02138	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
GFPBCAKN_02139	CDS	345				hypothetical protein
GFPBCAKN_02140	CDS	1647	groL			60 kDa chaperonin
GFPBCAKN_02141	CDS	294	groS		COG0234	10 kDa chaperonin
GFPBCAKN_02142	CDS	459				hypothetical protein
GFPBCAKN_02143	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
GFPBCAKN_02144	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
GFPBCAKN_02145	CDS	1716	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
GFPBCAKN_02146	CDS	576				hypothetical protein
GFPBCAKN_02147	tRNA	76				tRNA-Phe(gaa)
GFPBCAKN_02148	CDS	147				hypothetical protein
GFPBCAKN_02149	CDS	1257	mdtH			Multidrug resistance protein MdtH
GFPBCAKN_02150	CDS	405				hypothetical protein
GFPBCAKN_02151	CDS	1590	asnB_2	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
GFPBCAKN_02152	CDS	924	panC_1	6.3.2.1	COG0414	Pantothenate synthetase
GFPBCAKN_02153	CDS	1254	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
GFPBCAKN_02154	CDS	1320	hisS_1	6.1.1.21	COG0124	Histidine--tRNA ligase
GFPBCAKN_02155	CDS	915				hypothetical protein
GFPBCAKN_02156	CDS	1266	hisZ			ATP phosphoribosyltransferase regulatory subunit
GFPBCAKN_02157	CDS	1056				hypothetical protein
GFPBCAKN_02158	CDS	582				hypothetical protein
GFPBCAKN_02159	CDS	1167				hypothetical protein
GFPBCAKN_02160	CDS	129				hypothetical protein
GFPBCAKN_02161	CDS	195				hypothetical protein
GFPBCAKN_02162	CDS	1401				hypothetical protein
GFPBCAKN_02163	CDS	453				hypothetical protein
GFPBCAKN_02164	CDS	891				hypothetical protein
GFPBCAKN_02165	CDS	390				hypothetical protein
GFPBCAKN_02166	CDS	585				hypothetical protein
GFPBCAKN_02167	CDS	399				hypothetical protein
GFPBCAKN_02168	CDS	744				hypothetical protein
GFPBCAKN_02169	CDS	543				hypothetical protein
GFPBCAKN_02170	CDS	597				hypothetical protein
GFPBCAKN_02171	CDS	783				hypothetical protein
GFPBCAKN_02172	CDS	555				hypothetical protein
GFPBCAKN_02173	CDS	2313				hypothetical protein
GFPBCAKN_02174	CDS	525				hypothetical protein
GFPBCAKN_02175	CDS	1083				hypothetical protein
GFPBCAKN_02176	CDS	1770				hypothetical protein
GFPBCAKN_02177	CDS	1608				hypothetical protein
GFPBCAKN_02178	CDS	3372				hypothetical protein
GFPBCAKN_02179	CDS	1248				hypothetical protein
GFPBCAKN_02180	CDS	270				hypothetical protein
GFPBCAKN_02181	CDS	531				hypothetical protein
GFPBCAKN_02182	CDS	2358				hypothetical protein
GFPBCAKN_02183	CDS	210				hypothetical protein
GFPBCAKN_02184	CDS	2661	clpV1_2		COG0542	Protein ClpV1
GFPBCAKN_02185	CDS	492	hcpA		COG3157	Major exported protein
GFPBCAKN_02186	CDS	1656	pal_2			Peptidoglycan-associated lipoprotein
GFPBCAKN_02187	CDS	678				hypothetical protein
GFPBCAKN_02188	CDS	1350				hypothetical protein
GFPBCAKN_02189	CDS	1542				hypothetical protein
GFPBCAKN_02190	CDS	498				hypothetical protein
GFPBCAKN_02191	CDS	4965				hypothetical protein
GFPBCAKN_02192	CDS	1107				hypothetical protein
GFPBCAKN_02193	CDS	432				hypothetical protein
GFPBCAKN_02194	CDS	1278				hypothetical protein
GFPBCAKN_02195	CDS	1614				hypothetical protein
GFPBCAKN_02196	CDS	1554	ddc_2	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
GFPBCAKN_02197	CDS	1293	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
GFPBCAKN_02198	CDS	2355				hypothetical protein
GFPBCAKN_02199	CDS	2118	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
GFPBCAKN_02200	CDS	381				hypothetical protein
GFPBCAKN_02201	CDS	789	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
GFPBCAKN_02202	CDS	315				hypothetical protein
GFPBCAKN_02203	CDS	1125	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
GFPBCAKN_02204	CDS	849	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
GFPBCAKN_02205	CDS	804	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
GFPBCAKN_02206	CDS	1338			COG5383	putative protein
GFPBCAKN_02207	CDS	1185	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
GFPBCAKN_02208	CDS	1611	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
GFPBCAKN_02209	CDS	627	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
GFPBCAKN_02210	CDS	906	pgrR_1			HTH-type transcriptional regulator PgrR
GFPBCAKN_02211	CDS	780				hypothetical protein
GFPBCAKN_02212	CDS	1071				hypothetical protein
GFPBCAKN_02213	CDS	909	dmlR_2			HTH-type transcriptional regulator DmlR
GFPBCAKN_02214	CDS	327				hypothetical protein
GFPBCAKN_02215	CDS	1116				hypothetical protein
GFPBCAKN_02216	CDS	1317		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
GFPBCAKN_02217	CDS	1785		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
GFPBCAKN_02218	CDS	738		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
GFPBCAKN_02219	CDS	2457				hypothetical protein
GFPBCAKN_02220	CDS	1245	sbmA		COG1133	Peptide antibiotic transporter SbmA
GFPBCAKN_02221	CDS	231				hypothetical protein
GFPBCAKN_02222	CDS	540				hypothetical protein
GFPBCAKN_02223	CDS	4794				hypothetical protein
GFPBCAKN_02224	CDS	1545	aer		COG0840	Aerotaxis receptor
GFPBCAKN_02225	CDS	1302	gltP		COG1301	Proton/glutamate-aspartate symporter
GFPBCAKN_02226	CDS	1956	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GFPBCAKN_02227	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
GFPBCAKN_02228	CDS	1659	actP		COG4147	Cation/acetate symporter ActP
GFPBCAKN_02229	CDS	546				hypothetical protein
GFPBCAKN_02230	CDS	699	yohK_2		COG1346	Inner membrane protein YohK
GFPBCAKN_02231	CDS	429	cidA			Holin-like protein CidA
GFPBCAKN_02232	CDS	903	oxyR_1			Hydrogen peroxide-inducible genes activator
GFPBCAKN_02233	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
GFPBCAKN_02234	CDS	1533	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
GFPBCAKN_02235	CDS	663	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
GFPBCAKN_02236	CDS	468	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
GFPBCAKN_02237	CDS	426	rhaR			HTH-type transcriptional activator RhaR
GFPBCAKN_02238	CDS	156				hypothetical protein
GFPBCAKN_02239	CDS	393				IS3 family transposase ISYpe1
GFPBCAKN_02240	CDS	450				hypothetical protein
GFPBCAKN_02241	CDS	426				hypothetical protein
GFPBCAKN_02242	CDS	1704	shlB_1			Hemolysin transporter protein ShlB
GFPBCAKN_02243	CDS	552	ssb			Single-stranded DNA-binding protein
GFPBCAKN_02244	CDS	2829	uvrA		COG0178	UvrABC system protein A
GFPBCAKN_02245	CDS	1053	yahK_2	1.1.1.2	COG1064	Aldehyde reductase YahK
GFPBCAKN_02246	CDS	4086				hypothetical protein
GFPBCAKN_02247	CDS	318	yjbR		COG2315	putative protein YjbR
GFPBCAKN_02248	CDS	420				hypothetical protein
GFPBCAKN_02249	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
GFPBCAKN_02250	CDS	282				hypothetical protein
GFPBCAKN_02251	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
GFPBCAKN_02252	CDS	981	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
GFPBCAKN_02253	CDS	234	pspG			Phage shock protein G
GFPBCAKN_02254	CDS	1050	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
GFPBCAKN_02255	CDS	834				hypothetical protein
GFPBCAKN_02256	CDS	117				hypothetical protein
GFPBCAKN_02257	CDS	291				hypothetical protein
GFPBCAKN_02258	CDS	393	yfdG_2		COG2246	Prophage bactoprenol-linked glucose translocase 
GFPBCAKN_02259	CDS	924	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
GFPBCAKN_02260	CDS	1443				hypothetical protein
GFPBCAKN_02261	CDS	231				hypothetical protein
GFPBCAKN_02262	CDS	198				hypothetical protein
GFPBCAKN_02263	CDS	399				hypothetical protein
GFPBCAKN_02264	CDS	414				hypothetical protein
GFPBCAKN_02265	CDS	540				hypothetical protein
GFPBCAKN_02266	CDS	1011				hypothetical protein
GFPBCAKN_02267	CDS	396				hypothetical protein
GFPBCAKN_02268	CDS	390				hypothetical protein
GFPBCAKN_02269	CDS	363				hypothetical protein
GFPBCAKN_02270	CDS	636				hypothetical protein
GFPBCAKN_02271	CDS	252				hypothetical protein
GFPBCAKN_02272	CDS	162				hypothetical protein
GFPBCAKN_02273	CDS	1233				hypothetical protein
GFPBCAKN_02274	CDS	510	zur		COG0735	Zinc uptake regulation protein
GFPBCAKN_02275	CDS	210				hypothetical protein
GFPBCAKN_02276	CDS	1323	dinF		COG0534	DNA damage-inducible protein F
GFPBCAKN_02277	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
GFPBCAKN_02278	CDS	366	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
GFPBCAKN_02279	CDS	2433	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
GFPBCAKN_02280	CDS	864	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
GFPBCAKN_02281	CDS	525	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
GFPBCAKN_02282	CDS	417	psiE			Protein PsiE
GFPBCAKN_02283	CDS	2094				hypothetical protein
GFPBCAKN_02284	CDS	756				hypothetical protein
GFPBCAKN_02285	CDS	648	gfcB			putative lipoprotein GfcB
GFPBCAKN_02286	CDS	261				hypothetical protein
GFPBCAKN_02287	CDS	1644	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
GFPBCAKN_02288	CDS	156				hypothetical protein
GFPBCAKN_02289	CDS	1353	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
GFPBCAKN_02290	CDS	1626				hypothetical protein
GFPBCAKN_02291	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
GFPBCAKN_02292	CDS	171				hypothetical protein
GFPBCAKN_02293	CDS	117				hypothetical protein
GFPBCAKN_02294	CDS	1896	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
GFPBCAKN_02295	CDS	864				hypothetical protein
GFPBCAKN_02296	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
GFPBCAKN_02297	CDS	1032	bamC		COG3317	Outer membrane protein assembly factor BamC
GFPBCAKN_02298	CDS	885	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GFPBCAKN_02299	CDS	552	gcvR		COG2716	Glycine cleavage system transcriptional repressor
GFPBCAKN_02300	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
GFPBCAKN_02301	CDS	1614				hypothetical protein
GFPBCAKN_02302	CDS	279	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
GFPBCAKN_02303	CDS	1200	bepA_2	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
GFPBCAKN_02304	CDS	192				hypothetical protein
GFPBCAKN_02305	CDS	708	hda		COG0593	DnaA regulatory inactivator Hda
GFPBCAKN_02306	CDS	1287	uraA		COG2233	Uracil permease
GFPBCAKN_02307	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
GFPBCAKN_02308	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
GFPBCAKN_02309	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
GFPBCAKN_02310	CDS	777	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
GFPBCAKN_02311	CDS	1650				hypothetical protein
GFPBCAKN_02312	CDS	2157				hypothetical protein
GFPBCAKN_02313	CDS	2061	ppk	2.7.4.1	COG0855	Polyphosphate kinase
GFPBCAKN_02314	CDS	1527	ppx	3.6.1.11	COG0248	Exopolyphosphatase
GFPBCAKN_02315	CDS	633	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
GFPBCAKN_02316	CDS	2235	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
GFPBCAKN_02317	CDS	1437			COG2239	Magnesium transporter MgtE
GFPBCAKN_02318	CDS	1320	nicT			Putative metabolite transport protein NicT
GFPBCAKN_02319	CDS	969	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
GFPBCAKN_02320	CDS	483				hypothetical protein
GFPBCAKN_02321	CDS	699	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
GFPBCAKN_02322	CDS	540				hypothetical protein
GFPBCAKN_02323	CDS	549				IS3 family transposase IS1351
GFPBCAKN_02324	CDS	126				hypothetical protein
GFPBCAKN_02325	CDS	135				hypothetical protein
GFPBCAKN_02326	CDS	219				hypothetical protein
GFPBCAKN_02327	CDS	654				hypothetical protein
GFPBCAKN_02328	CDS	1713				hypothetical protein
GFPBCAKN_02329	CDS	381				hypothetical protein
GFPBCAKN_02330	CDS	366	intS_1		COG0582	Prophage integrase IntS
GFPBCAKN_02331	CDS	1581	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
GFPBCAKN_02332	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
GFPBCAKN_02333	CDS	1374	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GFPBCAKN_02334	CDS	1017	prtS	3.4.24.-		Protease PrtS
GFPBCAKN_02335	CDS	327				hypothetical protein
GFPBCAKN_02336	CDS	2430	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
GFPBCAKN_02337	CDS	837	aadK	2.7.7.-		Aminoglycoside 6-adenylyltransferase
GFPBCAKN_02338	CDS	1500	der		COG1160	GTPase Der
GFPBCAKN_02339	CDS	1182	bamB		COG1520	Outer membrane protein assembly factor BamB
GFPBCAKN_02340	CDS	621				hypothetical protein
GFPBCAKN_02341	CDS	1278	hisS_2	6.1.1.21	COG0124	Histidine--tRNA ligase
GFPBCAKN_02342	CDS	1122	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
GFPBCAKN_02343	CDS	1128	rodZ		COG1426	Cytoskeleton protein RodZ
GFPBCAKN_02344	CDS	732	lapB_2			Lipopolysaccharide assembly protein B
GFPBCAKN_02345	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
GFPBCAKN_02346	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
GFPBCAKN_02347	CDS	861	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
GFPBCAKN_02348	CDS	1002	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
GFPBCAKN_02349	CDS	1590		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
GFPBCAKN_02350	CDS	1239	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
GFPBCAKN_02351	CDS	237				hypothetical protein
GFPBCAKN_02352	CDS	1107	hcnC	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
GFPBCAKN_02353	CDS	930	prdF	5.1.1.8	COG3938	4-hydroxyproline 2-epimerase 1
GFPBCAKN_02354	CDS	693	glaR		COG1802	HTH-type transcriptional repressor GlaR
GFPBCAKN_02355	CDS	921	dapAL	4.-.-.-		putative DapA-like lyase
GFPBCAKN_02356	CDS	1617	yveA		COG0531	Aspartate-proton symporter
GFPBCAKN_02357	CDS	780				hypothetical protein
GFPBCAKN_02358	CDS	1290	pepB	3.4.11.23	COG0260	Peptidase B
GFPBCAKN_02359	CDS	1200	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
GFPBCAKN_02360	CDS	498	iscR		COG1959	HTH-type transcriptional regulator IscR
GFPBCAKN_02361	CDS	726	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
GFPBCAKN_02362	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
GFPBCAKN_02363	CDS	1269				hypothetical protein
GFPBCAKN_02364	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
GFPBCAKN_02365	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
GFPBCAKN_02366	CDS	1335	qseF		COG2204	Transcriptional regulatory protein QseF
GFPBCAKN_02367	CDS	723	qseG			Quorum-sensing regulator protein G
GFPBCAKN_02368	CDS	1440	glrK	2.7.13.3		Sensor histidine kinase GlrK
GFPBCAKN_02369	CDS	3885	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
GFPBCAKN_02370	CDS	1482	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
GFPBCAKN_02371	CDS	480	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
GFPBCAKN_02372	CDS	639	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
GFPBCAKN_02373	CDS	906	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
GFPBCAKN_02374	CDS	840	murR		COG1737	HTH-type transcriptional regulator MurR
GFPBCAKN_02375	CDS	420				hypothetical protein
GFPBCAKN_02376	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
GFPBCAKN_02377	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
GFPBCAKN_02378	CDS	738	recO		COG1381	DNA repair protein RecO
GFPBCAKN_02379	CDS	906	era		COG1159	GTPase Era
GFPBCAKN_02380	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
GFPBCAKN_02381	CDS	957	lepB	3.4.21.89	COG0681	Signal peptidase I
